sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S01_rain_s5,S01,video_018,dev,corrupted,rain,5,s5,0.75,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/rain/s5/S01_rain_s5.mp4,"{""mask_mean"":0.06758703291416168,""severity"":0.75,""alpha"":0.2402604271803269,""eta"":1.5849861680371262,""depth_separation_exp"":1.6,""density"":0.00599649160857592,""density_far"":0.0038977195455743483,""density_near"":0.002098772063001572,""base_angle_deg"":77.6897146650388,""far_angle_deg"":71.51824164006234,""near_angle_deg"":75.2280278862044,""blur_sigma"":0.6712992492331997,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.1425,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""extra_desat"":0.045,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.273573,0.133141,compression,0.999998,"{""haze_fog"":0.554498,""rain"":0.082617,""snow"":0.619746,""low_light"":0.035802,""motion_blur"":0.0,""defocus_blur"":0.001976,""glare_flare"":0.046173,""vignetting"":0.020009,""sensor_noise"":3.6e-05,""exposure_shift"":0.986535,""compression"":0.999998,""lens_occlusion"":0.015459}","{""haze_fog"":0.06743,""rain"":0.331733,""snow"":0.411124,""low_light"":0.179629,""motion_blur"":0.001716,""defocus_blur"":0.007301,""glare_flare"":0.283211,""vignetting"":0.113752,""sensor_noise"":0.016612,""exposure_shift"":0.312091,""compression"":0.020231,""lens_occlusion"":0.067168}","[{""issue"":""compression"",""prob"":0.999998},{""issue"":""exposure_shift"",""prob"":0.986535},{""issue"":""snow"",""prob"":0.619746},{""issue"":""haze_fog"",""prob"":0.554498}]"
S01_snow_s1,S01,video_018,dev,corrupted,snow,1,s1,0.08,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/snow/s1/S01_snow_s1.mp4,"{""mask_mean"":0.009256231598556042,""severity"":0.08,""severity_scaled"":0.010606252855487957,""alpha"":0.10642192927803455,""eta"":0.7312645468220729,""depth_separation_exp"":1.4,""density"":0.0011481868605600905,""small_fraction"":0.5973484367861279,""medium_fraction"":0.3,""large_fraction"":0.10265156321387199,""small_density"":0.0006858676262939419,""medium_density"":0.00034445605816802713,""large_density"":0.00011786317609812135,""small_sigma"":0.6095456275699391,""medium_sigma"":1.4169700045687807,""large_sigma"":2.547728137849696,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.023818251027975666,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.918467,0.239973,compression,0.999950,"{""haze_fog"":0.149962,""rain"":0.023086,""snow"":0.005159,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006233,""glare_flare"":0.261763,""vignetting"":0.000199,""sensor_noise"":0.0,""exposure_shift"":0.997523,""compression"":0.99995,""lens_occlusion"":0.089707}","{""haze_fog"":0.095603,""rain"":0.150582,""snow"":0.057065,""low_light"":0.035217,""motion_blur"":0.006863,""defocus_blur"":0.010633,""glare_flare"":0.390339,""vignetting"":0.112794,""sensor_noise"":0.00161,""exposure_shift"":0.318386,""compression"":0.046871,""lens_occlusion"":0.206907}","[{""issue"":""compression"",""prob"":0.99995},{""issue"":""exposure_shift"",""prob"":0.997523},{""issue"":""glare_flare"",""prob"":0.261763}]"
S01_snow_s2,S01,video_018,dev,corrupted,snow,2,s2,0.18,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/snow/s2/S01_snow_s2.mp4,"{""mask_mean"":0.013235494494438171,""severity"":0.18,""severity_scaled"":0.04565522728706038,""alpha"":0.12253480473890459,""eta"":0.7612377982333204,""depth_separation_exp"":1.4,""density"":0.0019110007731544883,""small_fraction"":0.5885861931782348,""medium_fraction"":0.3,""large_fraction"":0.1114138068217651,""small_density"":0.0011247886702316636,""medium_density"":0.0005733002319463465,""large_density"":0.0002129118709764779,""small_sigma"":0.6410897045583543,""medium_sigma"":1.4730483636592966,""large_sigma"":2.7054485227917717,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.03643588182334174,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.816752,0.252843,compression,0.999958,"{""haze_fog"":0.148976,""rain"":0.019331,""snow"":0.006898,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005712,""glare_flare"":0.237574,""vignetting"":0.000273,""sensor_noise"":0.0,""exposure_shift"":0.997679,""compression"":0.999958,""lens_occlusion"":0.067163}","{""haze_fog"":0.093911,""rain"":0.150613,""snow"":0.060239,""low_light"":0.036781,""motion_blur"":0.006455,""defocus_blur"":0.010086,""glare_flare"":0.382626,""vignetting"":0.110963,""sensor_noise"":0.001843,""exposure_shift"":0.321919,""compression"":0.045454,""lens_occlusion"":0.192569}","[{""issue"":""compression"",""prob"":0.999958},{""issue"":""exposure_shift"",""prob"":0.997679}]"
S01_snow_s3,S01,video_018,dev,corrupted,snow,3,s3,0.35,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/snow/s3/S01_snow_s3.mp4,"{""mask_mean"":0.03151114284992218,""severity"":0.35,""severity_scaled"":0.15112018613329828,""alpha"":0.17077078274896348,""eta"":0.8399682910571721,""depth_separation_exp"":1.4,""density"":0.003871796597640792,""small_fraction"":0.5622199534666754,""medium_fraction"":0.3,""large_fraction"":0.13778004653332457,""small_density"":0.0021768013029580383,""medium_density"":0.0011615389792922375,""large_density"":0.0005334563153905161,""small_sigma"":0.7360081675199684,""medium_sigma"":1.6417922978132773,""large_sigma"":3.1800408375998424,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.07440326700798738,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.644424,0.242240,compression,0.999968,"{""haze_fog"":0.191358,""rain"":0.011643,""snow"":0.011884,""low_light"":1e-06,""motion_blur"":0.0,""defocus_blur"":0.005336,""glare_flare"":0.152997,""vignetting"":0.000643,""sensor_noise"":0.0,""exposure_shift"":0.99885,""compression"":0.999968,""lens_occlusion"":0.085093}","{""haze_fog"":0.09888,""rain"":0.15814,""snow"":0.076362,""low_light"":0.042664,""motion_blur"":0.005404,""defocus_blur"":0.009889,""glare_flare"":0.360079,""vignetting"":0.113331,""sensor_noise"":0.002834,""exposure_shift"":0.352753,""compression"":0.043276,""lens_occlusion"":0.183376}","[{""issue"":""compression"",""prob"":0.999968},{""issue"":""exposure_shift"",""prob"":0.99885}]"
S01_snow_s4,S01,video_018,dev,corrupted,snow,4,s4,0.55,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/snow/s4/S01_snow_s4.mp4,"{""mask_mean"":0.0639803484082222,""severity"":0.55,""severity_scaled"":0.34092028363462246,""alpha"":0.24816563403999117,""eta"":1.0418238498659986,""depth_separation_exp"":1.4,""density"":0.007592469972710812,""small_fraction"":0.5147699290913443,""medium_fraction"":0.3,""large_fraction"":0.18523007090865562,""small_density"":0.003908375229480506,""medium_density"":0.0022777409918132434,""large_density"":0.0014063537514170624,""small_sigma"":0.9068282552711602,""medium_sigma"":1.945472453815396,""large_sigma"":4.034141276355801,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.14273130210846408,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.442871,0.258798,compression,0.999985,"{""haze_fog"":0.24596,""rain"":0.004864,""snow"":0.074023,""low_light"":1.8e-05,""motion_blur"":0.0,""defocus_blur"":0.004109,""glare_flare"":0.0696,""vignetting"":0.002118,""sensor_noise"":0.0,""exposure_shift"":0.999258,""compression"":0.999985,""lens_occlusion"":0.038733}","{""haze_fog"":0.087544,""rain"":0.165654,""snow"":0.131968,""low_light"":0.057053,""motion_blur"":0.00373,""defocus_blur"":0.008474,""glare_flare"":0.304093,""vignetting"":0.112175,""sensor_noise"":0.005367,""exposure_shift"":0.367808,""compression"":0.038166,""lens_occlusion"":0.1278}","[{""issue"":""compression"",""prob"":0.999985},{""issue"":""exposure_shift"",""prob"":0.999258}]"
S01_snow_s5,S01,video_018,dev,corrupted,snow,5,s5,0.75,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/snow/s5/S01_snow_s5.mp4,"{""mask_mean"":0.16741828620433807,""severity"":0.75,""severity_scaled"":0.5958134105899568,""alpha"":0.359324775129361,""eta"":1.3875301627691876,""depth_separation_exp"":1.4,""density"":0.012425134514783574,""small_fraction"":0.45104664735251077,""medium_fraction"":0.3,""large_fraction"":0.2489533526474892,""small_density"":0.0056043152657970965,""medium_density"":0.003727540354435072,""large_density"":0.003093278894551405,""small_sigma"":1.1362320695309611,""medium_sigma"":2.353301456943931,""large_sigma"":5.181160347654806,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.23449282781238445,""apply_overcast_sky"":true,""overcast_mask_mean"":0.11159192025661469,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.243164,0.227897,compression,0.999991,"{""haze_fog"":0.551856,""rain"":0.00271,""snow"":0.689223,""low_light"":0.000634,""motion_blur"":0.0,""defocus_blur"":0.00215,""glare_flare"":0.01632,""vignetting"":0.005224,""sensor_noise"":0.0,""exposure_shift"":0.999416,""compression"":0.999991,""lens_occlusion"":0.014576}","{""haze_fog"":0.082337,""rain"":0.190067,""snow"":0.298559,""low_light"":0.081637,""motion_blur"":0.001602,""defocus_blur"":0.00706,""glare_flare"":0.253442,""vignetting"":0.112359,""sensor_noise"":0.011521,""exposure_shift"":0.380033,""compression"":0.023751,""lens_occlusion"":0.083706}","[{""issue"":""compression"",""prob"":0.999991},{""issue"":""exposure_shift"",""prob"":0.999416},{""issue"":""snow"",""prob"":0.689223},{""issue"":""haze_fog"",""prob"":0.551856}]"
S01_glare_flare_s1,S01,video_018,dev,corrupted,glare_flare,1,s1,0.08,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/glare_flare/s1/S01_glare_flare_s1.mp4,"{""severity"":0.08,""severity_scaled"":0.02262741699796952,""bright_thresh"":0.8161533391103452,""bloom_strength"":0.09289762768884263,""streak_enabled"":true,""streak_angle_deg"":1.54058546652211,""ghosts_enabled"":true,""ghost_count"":1,""flare_mean"":0.04975062981247902,""device"":""cuda""}",0.889636,0.192834,compression,0.999976,"{""haze_fog"":0.071955,""rain"":0.012727,""snow"":0.099243,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006021,""glare_flare"":0.955134,""vignetting"":5.9e-05,""sensor_noise"":0.0,""exposure_shift"":0.848772,""compression"":0.999976,""lens_occlusion"":0.203109}","{""haze_fog"":0.086272,""rain"":0.149918,""snow"":0.047792,""low_light"":0.034598,""motion_blur"":0.008765,""defocus_blur"":0.012446,""glare_flare"":0.551147,""vignetting"":0.113015,""sensor_noise"":0.003095,""exposure_shift"":0.219332,""compression"":0.052161,""lens_occlusion"":0.237231}","[{""issue"":""compression"",""prob"":0.999976},{""issue"":""glare_flare"",""prob"":0.955134},{""issue"":""exposure_shift"",""prob"":0.848772}]"
S01_glare_flare_s2,S01,video_018,dev,corrupted,glare_flare,2,s2,0.18,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/glare_flare/s2/S01_glare_flare_s2.mp4,"{""severity"":0.18,""severity_scaled"":0.07636753236814713,""bright_thresh"":0.807017519497415,""bloom_strength"":0.12352949344984387,""streak_enabled"":true,""streak_angle_deg"":-10.884099697807091,""ghosts_enabled"":true,""ghost_count"":1,""flare_mean"":0.0652557909488678,""device"":""cuda""}",0.757049,0.193997,compression,0.999973,"{""haze_fog"":0.069776,""rain"":0.008113,""snow"":0.153559,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006125,""glare_flare"":0.975242,""vignetting"":8.3e-05,""sensor_noise"":0.0,""exposure_shift"":0.772764,""compression"":0.999973,""lens_occlusion"":0.127942}","{""haze_fog"":0.082317,""rain"":0.14731,""snow"":0.046132,""low_light"":0.034602,""motion_blur"":0.008882,""defocus_blur"":0.012992,""glare_flare"":0.569604,""vignetting"":0.115614,""sensor_noise"":0.003626,""exposure_shift"":0.206657,""compression"":0.053211,""lens_occlusion"":0.210881}","[{""issue"":""compression"",""prob"":0.999973},{""issue"":""glare_flare"",""prob"":0.975242},{""issue"":""exposure_shift"",""prob"":0.772764}]"
S01_glare_flare_s3,S01,video_018,dev,corrupted,glare_flare,3,s3,0.35,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/glare_flare/s3/S01_glare_flare_s3.mp4,"{""severity"":0.35,""severity_scaled"":0.20706279240848655,""bright_thresh"":0.7847993252905573,""bloom_strength"":0.19802579167283735,""streak_enabled"":true,""streak_angle_deg"":13.007925540725449,""ghosts_enabled"":true,""ghost_count"":2,""flare_mean"":0.10564586520195007,""device"":""cuda""}",0.546526,0.205404,compression,0.999972,"{""haze_fog"":0.043045,""rain"":0.001592,""snow"":0.368639,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006129,""glare_flare"":0.989935,""vignetting"":0.000146,""sensor_noise"":0.0,""exposure_shift"":0.614053,""compression"":0.999972,""lens_occlusion"":0.016215}","{""haze_fog"":0.070856,""rain"":0.13093,""snow"":0.036825,""low_light"":0.037352,""motion_blur"":0.008867,""defocus_blur"":0.014466,""glare_flare"":0.599266,""vignetting"":0.109061,""sensor_noise"":0.006607,""exposure_shift"":0.188176,""compression"":0.050554,""lens_occlusion"":0.13715}","[{""issue"":""compression"",""prob"":0.999972},{""issue"":""glare_flare"",""prob"":0.989935},{""issue"":""exposure_shift"",""prob"":0.614053},{""issue"":""snow"",""prob"":0.368639}]"
S01_glare_flare_s4,S01,video_018,dev,corrupted,glare_flare,4,s4,0.55,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/glare_flare/s4/S01_glare_flare_s4.mp4,"{""severity"":0.55,""severity_scaled"":0.4078909167902615,""bright_thresh"":0.7506585441456555,""bloom_strength"":0.3124978225704491,""streak_enabled"":true,""streak_angle_deg"":-12.81671858122348,""ghosts_enabled"":true,""ghost_count"":3,""flare_mean"":0.17143452167510986,""device"":""cuda""}",0.326310,0.147365,compression,0.999968,"{""haze_fog"":0.111675,""rain"":0.000722,""snow"":0.495379,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.006348,""glare_flare"":0.994749,""vignetting"":0.000248,""sensor_noise"":0.0,""exposure_shift"":0.545216,""compression"":0.999968,""lens_occlusion"":0.011652}","{""haze_fog"":0.082859,""rain"":0.127685,""snow"":0.037895,""low_light"":0.039029,""motion_blur"":0.009981,""defocus_blur"":0.016453,""glare_flare"":0.706726,""vignetting"":0.112359,""sensor_noise"":0.014274,""exposure_shift"":0.200807,""compression"":0.054006,""lens_occlusion"":0.121948}","[{""issue"":""compression"",""prob"":0.999968},{""issue"":""glare_flare"",""prob"":0.994749},{""issue"":""exposure_shift"",""prob"":0.545216},{""issue"":""snow"",""prob"":0.495379}]"
S01_glare_flare_s5,S01,video_018,dev,corrupted,glare_flare,5,s5,0.75,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/glare_flare/s5/S01_glare_flare_s5.mp4,"{""severity"":0.75,""severity_scaled"":0.649519052838329,""bright_thresh"":0.709581761017484,""bloom_strength"":0.4502258601178476,""streak_enabled"":true,""streak_angle_deg"":-7.831007180648967,""ghosts_enabled"":true,""ghost_count"":4,""flare_mean"":0.2560080289840698,""device"":""cuda""}",0.143091,0.085239,compression,0.999918,"{""haze_fog"":0.375644,""rain"":0.000635,""snow"":0.465897,""low_light"":1e-06,""motion_blur"":0.0,""defocus_blur"":0.005991,""glare_flare"":0.998896,""vignetting"":0.000403,""sensor_noise"":0.0,""exposure_shift"":0.616738,""compression"":0.999918,""lens_occlusion"":0.07366}","{""haze_fog"":0.11903,""rain"":0.130106,""snow"":0.040928,""low_light"":0.035885,""motion_blur"":0.013438,""defocus_blur"":0.018104,""glare_flare"":0.83558,""vignetting"":0.119806,""sensor_noise"":0.023057,""exposure_shift"":0.242312,""compression"":0.056397,""lens_occlusion"":0.148837}","[{""issue"":""compression"",""prob"":0.999918},{""issue"":""glare_flare"",""prob"":0.998896},{""issue"":""exposure_shift"",""prob"":0.616738},{""issue"":""snow"",""prob"":0.465897},{""issue"":""haze_fog"",""prob"":0.375644}]"
S01_motion_blur_s1,S01,video_018,dev,corrupted,motion_blur,1,s1,0.08,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/motion_blur/s1/S01_motion_blur_s1.mp4,"{""severity"":0.08,""ksize"":11,""n_points"":11,""accel"":0.06181227050214258,""linear"":false,""psf_smooth_sigma"":0.1055931635400593}",0.896599,0.318455,compression,0.999992,"{""haze_fog"":0.092294,""rain"":0.006289,""snow"":0.000156,""low_light"":0.0,""motion_blur"":0.184206,""defocus_blur"":0.014206,""glare_flare"":0.24917,""vignetting"":0.000185,""sensor_noise"":2e-06,""exposure_shift"":0.182033,""compression"":0.999992,""lens_occlusion"":0.020045}","{""haze_fog"":0.128153,""rain"":0.206189,""snow"":0.089885,""low_light"":0.032689,""motion_blur"":0.079326,""defocus_blur"":0.05619,""glare_flare"":0.270866,""vignetting"":0.036988,""sensor_noise"":0.017396,""exposure_shift"":0.160775,""compression"":0.283969,""lens_occlusion"":0.154242}","[{""issue"":""compression"",""prob"":0.999992}]"
S01_motion_blur_s2,S01,video_018,dev,corrupted,motion_blur,2,s2,0.18,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/motion_blur/s2/S01_motion_blur_s2.mp4,"{""severity"":0.18,""ksize"":13,""n_points"":14,""accel"":0.13597839513213414,""linear"":true,""psf_smooth_sigma"":0.23141633638881304}",0.771227,0.357302,compression,0.999994,"{""haze_fog"":0.088943,""rain"":0.01233,""snow"":0.001008,""low_light"":0.0,""motion_blur"":0.04328,""defocus_blur"":0.01324,""glare_flare"":0.123591,""vignetting"":0.000108,""sensor_noise"":1e-06,""exposure_shift"":0.128256,""compression"":0.999994,""lens_occlusion"":0.016259}","{""haze_fog"":0.129181,""rain"":0.209684,""snow"":0.092839,""low_light"":0.032088,""motion_blur"":0.069347,""defocus_blur"":0.055579,""glare_flare"":0.248118,""vignetting"":0.036174,""sensor_noise"":0.015367,""exposure_shift"":0.138257,""compression"":0.287472,""lens_occlusion"":0.151614}","[{""issue"":""compression"",""prob"":0.999994}]"
S01_motion_blur_s3,S01,video_018,dev,corrupted,motion_blur,3,s3,0.35,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/motion_blur/s3/S01_motion_blur_s3.mp4,"{""severity"":0.35,""ksize"":19,""n_points"":19,""accel"":0.3067939809640853,""linear"":true,""psf_smooth_sigma"":0.3840297117755679}",0.568989,0.221091,compression,0.999988,"{""haze_fog"":0.008522,""rain"":0.003635,""snow"":0.000239,""low_light"":0.0,""motion_blur"":0.630781,""defocus_blur"":0.014419,""glare_flare"":0.269321,""vignetting"":0.000458,""sensor_noise"":1.5e-05,""exposure_shift"":0.317131,""compression"":0.999988,""lens_occlusion"":0.016745}","{""haze_fog"":0.085433,""rain"":0.229723,""snow"":0.114466,""low_light"":0.047901,""motion_blur"":0.143383,""defocus_blur"":0.05832,""glare_flare"":0.285403,""vignetting"":0.047352,""sensor_noise"":0.028655,""exposure_shift"":0.167086,""compression"":0.388403,""lens_occlusion"":0.163047}","[{""issue"":""compression"",""prob"":0.999988},{""issue"":""motion_blur"",""prob"":0.630781},{""issue"":""exposure_shift"",""prob"":0.317131},{""issue"":""glare_flare"",""prob"":0.269321}]"
S01_motion_blur_s4,S01,video_018,dev,corrupted,motion_blur,4,s4,0.55,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/motion_blur/s4/S01_motion_blur_s4.mp4,"{""severity"":0.55,""ksize"":27,""n_points"":26,""accel"":0.46410792556608893,""linear"":true,""psf_smooth_sigma"":0.5989482956379752}",0.351605,0.114303,compression,0.999952,"{""haze_fog"":0.005613,""rain"":0.000723,""snow"":0.000749,""low_light"":0.0,""motion_blur"":0.963858,""defocus_blur"":0.016399,""glare_flare"":0.171477,""vignetting"":0.000865,""sensor_noise"":0.000344,""exposure_shift"":0.344665,""compression"":0.999952,""lens_occlusion"":0.016387}","{""haze_fog"":0.064505,""rain"":0.242978,""snow"":0.151802,""low_light"":0.057595,""motion_blur"":0.297076,""defocus_blur"":0.069303,""glare_flare"":0.287493,""vignetting"":0.049891,""sensor_noise"":0.038094,""exposure_shift"":0.167405,""compression"":0.510468,""lens_occlusion"":0.159949}","[{""issue"":""compression"",""prob"":0.999952},{""issue"":""motion_blur"",""prob"":0.963858},{""issue"":""exposure_shift"",""prob"":0.344665}]"
S01_motion_blur_s5,S01,video_018,dev,corrupted,motion_blur,5,s5,0.75,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/motion_blur/s5/S01_motion_blur_s5.mp4,"{""severity"":0.75,""ksize"":33,""n_points"":32,""accel"":0.6467527925765073,""linear"":false,""psf_smooth_sigma"":0.9042165163174374}",0.162893,0.059963,compression,0.999920,"{""haze_fog"":0.012739,""rain"":0.000396,""snow"":0.000831,""low_light"":0.0,""motion_blur"":0.998119,""defocus_blur"":0.021798,""glare_flare"":0.029126,""vignetting"":0.000407,""sensor_noise"":5.8e-05,""exposure_shift"":0.316437,""compression"":0.99992,""lens_occlusion"":0.021227}","{""haze_fog"":0.062661,""rain"":0.286987,""snow"":0.18033,""low_light"":0.057309,""motion_blur"":0.405292,""defocus_blur"":0.082763,""glare_flare"":0.244335,""vignetting"":0.05445,""sensor_noise"":0.032212,""exposure_shift"":0.166331,""compression"":0.588188,""lens_occlusion"":0.164951}","[{""issue"":""compression"",""prob"":0.99992},{""issue"":""motion_blur"",""prob"":0.998119},{""issue"":""exposure_shift"",""prob"":0.316437}]"
S01_defocus_blur_s1,S01,video_018,dev,corrupted,defocus_blur,1,s1,0.08,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/defocus_blur/s1/S01_defocus_blur_s1.mp4,"{""severity"":0.08,""sigma_max_eff"":2.4,""d_f"":0.903311014175415,""invert_depth"":true,""n_layers"":16}",0.896599,0.221902,compression,0.999958,"{""haze_fog"":0.117507,""rain"":0.048586,""snow"":0.001077,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005903,""glare_flare"":0.636171,""vignetting"":1.2e-05,""sensor_noise"":0.0,""exposure_shift"":0.955235,""compression"":0.999958,""lens_occlusion"":0.081944}","{""haze_fog"":0.098541,""rain"":0.150286,""snow"":0.049774,""low_light"":0.026398,""motion_blur"":0.00758,""defocus_blur"":0.010363,""glare_flare"":0.479488,""vignetting"":0.086901,""sensor_noise"":0.001181,""exposure_shift"":0.240675,""compression"":0.046623,""lens_occlusion"":0.219738}","[{""issue"":""compression"",""prob"":0.999958},{""issue"":""exposure_shift"",""prob"":0.955235},{""issue"":""glare_flare"",""prob"":0.636171}]"
S01_defocus_blur_s2,S01,video_018,dev,corrupted,defocus_blur,2,s2,0.18,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/defocus_blur/s2/S01_defocus_blur_s2.mp4,"{""severity"":0.18,""sigma_max_eff"":5.3999999999999995,""d_f"":0.903311014175415,""invert_depth"":true,""n_layers"":16}",0.771227,0.221912,compression,0.999958,"{""haze_fog"":0.117581,""rain"":0.048606,""snow"":0.001079,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005904,""glare_flare"":0.635894,""vignetting"":1.2e-05,""sensor_noise"":0.0,""exposure_shift"":0.955301,""compression"":0.999958,""lens_occlusion"":0.082017}","{""haze_fog"":0.098564,""rain"":0.150293,""snow"":0.049784,""low_light"":0.026413,""motion_blur"":0.007584,""defocus_blur"":0.010363,""glare_flare"":0.479465,""vignetting"":0.086927,""sensor_noise"":0.001183,""exposure_shift"":0.240804,""compression"":0.046632,""lens_occlusion"":0.21972}","[{""issue"":""compression"",""prob"":0.999958},{""issue"":""exposure_shift"",""prob"":0.955301},{""issue"":""glare_flare"",""prob"":0.635894}]"
S01_defocus_blur_s3,S01,video_018,dev,corrupted,defocus_blur,3,s3,0.35,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/defocus_blur/s3/S01_defocus_blur_s3.mp4,"{""severity"":0.35,""sigma_max_eff"":10.5,""d_f"":0.903311014175415,""invert_depth"":true,""n_layers"":16}",0.568989,0.225529,compression,0.999961,"{""haze_fog"":0.122336,""rain"":0.049465,""snow"":0.001032,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.005923,""glare_flare"":0.657029,""vignetting"":1.1e-05,""sensor_noise"":0.0,""exposure_shift"":0.945873,""compression"":0.999961,""lens_occlusion"":0.077427}","{""haze_fog"":0.099975,""rain"":0.15091,""snow"":0.050239,""low_light"":0.026989,""motion_blur"":0.007648,""defocus_blur"":0.010421,""glare_flare"":0.478639,""vignetting"":0.084524,""sensor_noise"":0.001283,""exposure_shift"":0.238876,""compression"":0.047048,""lens_occlusion"":0.216961}","[{""issue"":""compression"",""prob"":0.999961},{""issue"":""exposure_shift"",""prob"":0.945873},{""issue"":""glare_flare"",""prob"":0.657029}]"
S01_defocus_blur_s4,S01,video_018,dev,corrupted,defocus_blur,4,s4,0.55,0,-1.0,cloudy,day,urban,moderate,30,1280x720,128,corrupted/defocus_blur/s4/S01_defocus_blur_s4.mp4,"{""severity"":0.55,""sigma_max_eff"":16.5,""d_f"":0.903311014175415,""invert_depth"":true,""n_layers"":16}",0.351605,0.236320,compression,0.999996,"{""haze_fog"":0.108911,""rain"":0.020445,""snow"":0.000586,""low_light"":0.0,""motion_blur"":0.0,""defocus_blur"":0.007174,""glare_flare"":0.673222,""vignetting"":7e-06,""sensor_noise"":0.0,""exposure_shift"":0.877027,""compression"":0.999996,""lens_occlusion"":0.085443}","{""haze_fog"":0.117105,""rain"":0.158568,""snow"":0.054214,""low_light"":0.031385,""motion_blur"":0.014685,""defocus_blur"":0.013664,""glare_flare"":0.46005,""vignetting"":0.058001,""sensor_noise"":0.004409,""exposure_shift"":0.231074,""compression"":0.079406,""lens_occlusion"":0.199904}","[{""issue"":""compression"",""prob"":0.999996},{""issue"":""exposure_shift"",""prob"":0.877027},{""issue"":""glare_flare"",""prob"":0.673222}]"
